_id,PK,CCR,GENDER,RACE,AGE,CITEDTIME,INCIDENTLOCATION,OFFENSES,NEIGHBORHOOD,ZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
140,1078133,16167389,F,B,38,2016-09-05T12:00:00,"2300 Block PALM BEACH AV PITTSBURGH, PA ",633.05 Rabies Vaccination,Beechview,6,1916,4,5,-80.0263337705562,40.402632077514
551,1078746,16189411,M,W,23,2016-10-07T01:20:00,"1600 Block ROLAND ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,4,-79.982815644445,40.4284856595421
602,1078848,16203725,F,B,26,2016-10-29T12:54:00,"S 15TH ST & E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9834249315897,40.4288151761983
463,1078521,16181313,M,O,32,2016-09-25T02:35:00,"E CARSON ST & S 12TH ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,South Side Flats,3,1702,3,4,-79.9864221922067,40.4287496484083
483,1078561,16185876,M,W,39,2016-10-01T23:05:00,"MAZEROWSKI WY & NORTH SHORE DR PITTSBURGH, PA ","601.04(e)(1) Amplified Noise from a vehicle operated on a public street, alley, etc, at a distance of (75) feet",North Shore,1,2205,,,0.0,0.0
320,1078367,16176412,F,O,20,2016-09-17T23:20:00,"300 Block ATWOOD ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Central Oakland,4,405,3,3,-79.9559451409605,40.4395175941235
465,1078523,16183080,M,B,37,2016-09-27T21:22:00,"2100 Block MAZETTE PL PITTSBURGH, PA ",3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,Fairywood,6,2808,2,5,-80.0845033253269,40.4460515824203
758,1079056,16214836,M,W,24,2016-11-13T01:35:00,"S 15TH ST & E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9834249315897,40.4288151761983
759,1079057,16214980,M,A,78,2016-11-15T01:59:00,"300 Block ATWOOD ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Central Oakland,4,405,3,3,-79.9559451409605,40.4395175941235
142,1078135,16167670,M,B,23,2016-09-06T00:31:00,"80 Block S 19TH ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,4,-79.9792855825023,40.429044491393
146,1078139,16168894,F,W,41,2016-09-07T16:39:00,"4900 Block 2ND AV PITTSBURGH, PA ",5505 Public Drunkenness,Hazelwood,4,1515,5,3,-79.9440557014242,40.4099078094696
147,1078140,16169102,M,O,51,2016-09-07T21:50:00,"S 23RD ST & E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1609,3,4,-79.9730368163275,40.4283201268107
153,1077944,16160858,F,W,19,2016-08-27T00:48:00,"BAYARD ST & N BELLEFIELD AV PITTSBURGH, PA ",5505 Public Drunkenness,North Oakland,4,403,8,3,-79.9527239720775,40.448358481258
159,1077950,16160871,F,O,20,2016-08-27T01:30:00,"300 Block N DITHRIDGE ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",North Oakland,4,507,6,3,-79.9538455053787,40.451701445331
166,1077957,16161599,M,B,20,2016-08-28T01:05:00,"OPHELIA ST & JOE HAMMER SQ PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,South Oakland,4,409,6,3,-79.9620715710814,40.4346284584375
760,1079058,16215428,M,B,54,2016-11-15T17:30:00,"400 Block E CARSON ST PITTSBURGH, PA ",2709(a)(3) Harassment No Legitimate Purpose,South Side Flats,3,1702,3,4,-79.9964224858128,40.4291442170935
761,1079059,16216062,M,W,14,2016-11-16T19:15:00,"4000 Block BEECHWOOD BL PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,Greenfield,4,1517,5,3,-79.9369853682969,40.427214666666
472,1078543,16093915,F,B,42,2016-08-22T19:38:00,"600 Block HAVERHILL ST PITTSBURGH, PA ",5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,East Hills,5,1306,9,2,-79.884695395979,40.4518220289653
163,1077954,16161551,M,W,27,2016-08-28T00:05:00,"S 15TH ST & E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,4,-79.9834249315897,40.4288151761983
175,1078022,16083920,M,O,23,2016-05-08T01:17:00,"60 Block S 15TH ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,4,-79.9836567539766,40.4293055015595
473,1078544,16091368,M,W,23,2016-05-18T00:01:00,"WALNUT ST & FILBERT ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",Shadyside,4,703,8,2,-79.9329939192389,40.451424434844
185,1078191,16170661,M,W,21,2016-09-10T00:08:00,"400 Block SEMPLE ST PITTSBURGH, PA ",5505 Public Drunkenness,Central Oakland,4,406,3,3,-79.9549912200563,40.4369294351039
190,1078196,16170687,F,O,23,2016-09-10T00:30:00,"5800 Block ELWOOD ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Shadyside,4,705,8,2,-79.9291322995394,40.453397518857
192,1078198,16170718,M,W,20,2016-09-10T01:35:00,"CRAFT AV & FORBES AV PITTSBURGH, PA ",5505 Public Drunkenness,South Oakland,4,409,6,3,-79.9631114909372,40.4371086449822
266,1078161,16140911,,,,2016-07-29T18:35:00,"900 Block PENN AV PITTSBURGH, PA ",548.03(c) Valet parking operator shall park patrons' vehicles in off-street parking spaces,Golden Triangle/Civic Arena,2,201,6,6,-79.9980435616025,40.4436106989761
479,1078550,16150961,M,B,22,2016-08-13T01:10:00,"S 15TH ST & E CARSON ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,South Side Flats,3,1702,3,4,-79.9834249315897,40.4288151761983
763,1079061,16216062,M,O,14,2016-11-16T10:15:00,"4000 Block BEECHWOOD BL PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,Greenfield,4,1517,5,3,-79.9369853682969,40.427214666666
764,1079062,16216583,F,B,14,2016-11-17T15:50:00,"1500 Block BRIGHTON RD PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,California-Kirkbride,1,2507,6,1,-80.0165155590882,40.4565150486953
480,1078551,16097096,M,W,24,2016-05-27T01:31:00,"S BOUQUET ST & DAWSON ST PITTSBURGH, PA ",5505 Public Drunkenness,Central Oakland,4,406,3,3,-79.951551429906,40.4392206748621
101,1078003,16162957,M,W,47,2016-08-30T03:40:00,"200 Block S HIGHLAND AV PITTSBURGH, PA ",5505 Public Drunkenness,Shadyside,4,708,8,2,-79.9254347429712,40.4585328370734
201,1078204,16171516,M,W,20,2016-09-11T00:30:00,"3200 Block PARKVIEW AV PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,South Oakland,4,409,3,3,-79.9537115461073,40.4294171584517
205,1078061,16156501,,,,2016-08-20T23:24:00,"1700 Block E CARSON ST PITTSBURGH, PA ",3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,South Side Flats,3,1702,3,4,-79.9818690076802,40.4285852039836
203,1078206,16150759,M,B,57,2016-08-12T19:20:00,"200 Block 5TH AV PITTSBURGH, PA ",5505 Public Drunkenness,Golden Triangle/Civic Arena,2,201,6,6,-80.0020737914111,40.4412284280311
204,1078207,16150759,M,B,57,2016-08-12T19:20:00,"200 Block 5TH AV PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",Golden Triangle/Civic Arena,2,201,6,6,-80.0020737914111,40.4412284280311
206,1078062,16156528,M,W,23,2016-08-21T00:09:00,"1700 Block E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,4,-79.9818690076802,40.4285852039836
217,1077967,16035633,M,W,21,2016-02-27T01:15:00,"E CARSON ST & S 14TH ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9841457396827,40.4287991788365
765,1079063,16216583,F,B,14,2016-11-17T15:50:00,"1500 Block BRIGHTON RD PITTSBURGH, PA ","3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",California-Kirkbride,1,2507,6,1,-80.0165155590882,40.4565150486953
221,1078403,16165853,M,W,21,2016-09-03T01:17:00,"BATES ST & SEMPLE ST PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,Central Oakland,4,405,3,3,-79.9549689512642,40.4371002388338
102,1078004,16163469,M,B,59,2016-08-30T19:19:00,"WEST END BRIDGE & WESTERN AVE RAMP PITTSBURGH, PA ","5507(a) Obstructing highway, railroad or public passage",Chateau,1,2108,,,0.0,0.0
202,1078205,16171677,M,B,23,2016-09-11T05:49:00,"800 Block E WARRINGTON AV PITTSBURGH, PA ",5505 Public Drunkenness,Allentown,3,1803,3,4,-79.9935775641661,40.4215318771896
332,1078379,16176412,F,O,18,2016-09-17T23:20:00,"300 Block ATWOOD ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Central Oakland,4,405,3,3,-79.9559451409605,40.4395175941235
218,1078041,16140911,,,,2016-07-29T18:35:00,"900 Block PENN AV PITTSBURGH, PA ",548.03(c) Valet parking operator shall park patrons' vehicles in off-street parking spaces,Golden Triangle/Civic Arena,2,201,6,6,-79.9980435616025,40.4436106989761
484,1078562,16145333,M,B,22,2016-09-29T23:41:00,"2000 Block WHARTON ST PITTSBURGH, PA ","3929(a)(2) Retail Theft; alters, transfers, or removes label, price tag",,3,,3,4,-79.9768133267008,40.4300208249454
222,1078404,16166579,M,B,54,2016-09-04T02:50:00,"1100 Block REEDSDALE ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,Chateau,2,2108,6,6,-80.0201814373419,40.4477912073692
223,1078405,16166789,M,B,64,2016-09-04T13:38:00,"MARKET SQUARE PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,Golden Triangle/Civic Arena,2,201,,,0.0,0.0
403,1078425,16179446,M,W,70,2016-09-22T06:00:00,"400 Block ST JOSEPH ST PITTSBURGH, PA ","633.09(a) Harboring a Nuisance; Any animal to create offensive odor, excessive noise or unsanitary condition",Mt. Oliver Neighborhood,3,1607,3,4,-79.9817218976857,40.4134112556476
508,1078643,16193518,F,W,47,2016-10-13T10:24:00,"CEDAR AV & E OHIO ST PITTSBURGH, PA ",5505 Public Drunkenness,,1,,1,1,-80.0016938454742,40.4533122427543
766,1079064,16216583,M,B,14,2016-11-17T15:50:00,"1500 Block BRIGHTON RD PITTSBURGH, PA ",5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,California-Kirkbride,1,2507,6,1,-80.0165155590882,40.4565150486953
564,1078759,16191973,M,B,27,2016-10-09T02:28:00,"100 Block S 16TH ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9831059586849,40.4284385679567
640,1078905,16195397,M,W,24,2016-10-16T02:32:00,"S 15TH ST & E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9834249315897,40.4288151761983
444,1078488,16180596,M,W,20,2016-09-24T01:50:00,"S 14TH ST & E CARSON ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",South Side Flats,3,1702,3,4,-79.9841457396827,40.4287991788365
767,1079081,16150883,M,W,20,2016-08-13T00:19:00,"3600 Block BATES ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Central Oakland,4,406,3,3,-79.9547866382459,40.4371131922623
107,1078009,16164384,M,W,48,2016-09-01T00:31:00,"1400 Block LOCUST ST PITTSBURGH, PA ",5505 Public Drunkenness,Bluff,2,103,6,3,-79.9854553851931,40.436036005234
225,1078407,16175743,F,B,31,2016-09-17T00:30:00,"2400 Block BRACEY DR PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",East Hills,5,1306,9,2,-79.8679355348496,40.4555384627566
226,1078408,16175811,M,W,23,2016-09-17T01:50:00,"WRIGHT WY & S 17TH ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9819971476293,40.4293198624152
242,1077877,16156985,M,B,24,2016-08-21T18:15:00,"200 Block ATWOOD ST PITTSBURGH, PA ","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",Central Oakland,4,405,3,3,-79.9568888662713,40.4404204065315
110,1078103,16160814,M,B,20,2016-08-26T23:48:00,"3800 Block BATES ST PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,Central Oakland,4,406,3,3,-79.9533472949445,40.4386012938067
231,1078413,16176438,M,W,20,2016-09-18T00:10:00,"200 Block DUNSEITH ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",West Oakland,4,402,6,3,-79.9648265017602,40.4405149462218
232,1078414,16176438,M,W,20,2016-09-18T00:10:00,"200 Block DUNSEITH ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,West Oakland,4,402,6,3,-79.9648265017602,40.4405149462218
233,1078415,16176438,M,W,20,2016-09-18T00:10:00,"200 Block DUNSEITH ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,West Oakland,4,402,6,3,-79.9648265017602,40.4405149462218
240,1077875,16156625,F,W,21,2016-08-21T01:45:00,"200 Block ATWOOD ST PITTSBURGH, PA ",5505 Public Drunkenness,Central Oakland,4,405,3,3,-79.9568888662713,40.4404204065315
245,1077880,16157921,F,W,33,2016-08-23T01:48:00,"7TH AV & SMITHFIELD ST PITTSBURGH, PA ",5505 Public Drunkenness,Golden Triangle/Civic Arena,2,201,6,6,-79.9968407099393,40.4428302348406
617,1078868,16207862,M,W,26,2016-11-04T01:20:00,"S 16TH ST & E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9827122247394,40.4288316953151
618,1078869,16207862,M,W,24,2016-11-04T01:20:00,"S 18TH ST & E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9805619635861,40.4287585875314
619,1078870,16207912,M,B,30,2016-11-04T03:11:00,"100 Block LATHAM ST PITTSBURGH, PA ",3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,Bloomfield,5,809,9,2,-79.9364166550758,40.4638457202714
768,1079082,16150883,M,W,20,2016-08-13T00:19:00,"3600 Block BATES ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Central Oakland,4,406,3,3,-79.9547866382459,40.4371131922623
247,1077882,16031282,M,B,55,2016-02-20T16:06:00,"17TH ST & LIBERTY AV PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Strip District,2,203,7,6,-79.9853940393067,40.4491514914181
251,1077902,16149805,M,W,41,2016-08-11T14:34:00,"600 Block PENN AV PITTSBURGH, PA ","3926(a)(1) Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc.",Golden Triangle/Civic Arena,2,201,6,6,-80.0017895087709,40.4425849499054
253,1077904,16150213,M,W,28,2016-08-12T01:10:00,"S 13TH ST & E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9853270983271,40.4287749568797
126,1078119,16166552,F,W,24,2016-09-04T01:45:00,"E CARSON ST & S 15TH ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9834249315897,40.4288151761983
127,1078120,16166588,M,W,25,2016-09-04T02:55:00,"S 12TH ST & E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,4,-79.9864221922067,40.4287496484083
414,1078436,16180579,M,W,24,2016-09-24T01:23:00,"E CARSON ST & S 15TH ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9834249315897,40.4288151761983
415,1078441,16165595,M,B,20,2016-09-02T18:10:00,"100 Block FEDERAL ST PITTSBURGH, PA ",726.01 Resale of tickets without license unlawful,North Shore,1,2205,1,6,-80.0037636731231,40.4477913834499
622,1078873,16208468,F,W,17,2016-11-05T00:18:00,"SOUTHERN AV & GRAY ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",South Side Flats,3,1702,2,5,-80.0090401095841,40.4266408008057
624,1078875,16208598,M,W,22,2016-11-05T02:15:00,"LOUISA ST & ATWOOD ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",Central Oakland,4,405,3,3,-79.9558813507608,40.4396989427784
771,1079101,16185264,M,W,31,2016-10-01T01:30:00,"300 Block NORTH SHORE DR PITTSBURGH, PA ",5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,North Shore,1,2205,1,6,-80.0117954719551,40.4457699438489
772,1079102,16150759,M,B,57,2016-08-12T19:20:00,"200 Block 5TH AV PITTSBURGH, PA ",5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,Central Business District,2,201,6,6,-80.0020737914111,40.4412284280311
132,1078125,16167059,M,W,22,2016-09-04T21:35:00,"ROBERTO CLEMENTE BRIDGE PITTSBURGH, PA ",5505 Public Drunkenness,North Shore,1,2205,,,0.0,0.0
427,1078453,16181208,F,A,19,2016-09-24T23:15:00,"6200 Block PENN AV PITTSBURGH, PA ","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",East Liberty,5,1115,8,2,-79.9227167898028,40.460594319901
485,1078563,16180420,M,B,55,2016-09-23T18:56:00,"FEDERAL ST & CLEMENTE STREET BRDG PITTSBURGH, PA ",726.01 (a) Resale of tickets without license unlawful: Heinz Field & PNC Park must have license and be in reselling zone,North Shore,1,2205,,,0.0,0.0
486,1078581,16149871,F,O,20,2016-08-11T16:40:00,"400 Block PARKLOW ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Knoxville,3,3001,3,4,-79.9955781017523,40.4129350431587
133,1078126,16167118,M,W,21,2016-09-04T23:36:00,"200 Block N DITHRIDGE ST PITTSBURGH, PA ","601.04 (c) (2) Loudspeakers, etc 0700-2200 >75dB(c) 2200-0700 >75 dB(c)",North Oakland,4,507,8,3,-79.9516920828544,40.4493113199749
565,1078760,16192045,M,W,53,2016-10-09T12:00:00,"CHUCK NOLL WY & W GENERAL ROBINSON PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",North Shore,1,2205,1,6,-80.0122140039141,40.4469038364368
628,1078879,16209214,M,W,23,2016-11-06T00:24:00,"S 16TH ST & ROLAND ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,4,-79.9828364524618,40.4285409799456
629,1078880,16209221,F,B,24,2016-11-06T00:45:00,"2400 Block PALM BEACH AV PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Beechview,6,1920,4,5,-80.0261532396971,40.4011207083452
630,1078881,16209222,F,B,30,2016-11-06T00:41:00,"200 Block NORTH SHORE DR PITTSBURGH, PA ",5505 Public Drunkenness,Northview Heights,1,2609,1,6,-80.0095547689009,40.4462842950179
3,1078083,16159579,,,,2016-08-25T11:10:00,"NORTH PARK PITTSBURGH, PA ",5505 Public Drunkenness,Allegheny Center,1,2204,,,0.0,0.0
137,1078130,16167145,M,B,23,2016-09-05T00:36:00,"20 Block EDITH PL PITTSBURGH, PA ","601.04 (c) (2) Loudspeakers, etc 0700-2200 >75dB(c) 2200-0700 >75 dB(c)",South Oakland,4,409,3,3,-79.9540633583814,40.4331018494879
487,1078601,16194367,M,B,40,2016-10-14T16:15:00,"VIRGIN WY & CEDAR AV PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",East Allegheny,1,2304,1,1,-80.0015894513342,40.4529847652364
257,1077908,16158353,M,B,56,2016-08-23T17:17:00,"CENTRE AV & HERRON AV PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",Upper Hill,2,506,6,3,-79.9648709639593,40.4487777833428
488,1078602,16195296,F,W,24,2016-10-15T23:36:00,"90 Block S 15TH ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,4,-79.9836442525548,40.4282331998551
6,1078086,16162400,M,W,28,2016-08-29T10:34:00,"MARKET ST & 5TH AV PITTSBURGH, PA ","5507(a) Obstructing highway, railroad or public passage",Golden Triangle/Civic Arena,2,201,6,6,-80.002108774882,40.4413828947589
8,1078088,16162524,M,W,44,2016-08-29T13:00:00,"MARKET ST & FORBES AV PITTSBURGH, PA ",601.08 (a) Open Container Law,Golden Triangle/Civic Arena,1,201,6,6,-80.0021899113516,40.4405836266726
224,1078406,16166289,M,B,64,2016-09-14T13:45:00,"MARKET SQUARE PITTSBURGH, PA ",5505 Public Drunkenness,,2,,,,0.0,0.0
254,1077905,16150236,M,W,21,2016-08-12T01:54:00,"WRIGHTS WY & S 18TH ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9805137144805,40.429228381173
256,1077907,16158116,F,W,25,2016-08-23T10:40:00,"3700 Block BRIGHTON RD PITTSBURGH, PA ","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",Brighton Heights,1,2708,1,1,-80.0351947462647,40.4832465550968
258,1077909,16158389,M,B,21,2016-08-23T18:08:00,"KNOLL ST & OCALA ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,East Allegheny,1,2304,1,1,-80.0014057955514,40.4574703077704
316,1078363,16176412,F,W,18,2016-09-17T23:20:00,"300 Block ATWOOD ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Central Oakland,4,405,3,3,-79.9559451409605,40.4395175941235
431,1078457,16181651,M,W,38,2016-09-25T17:08:00,"2600 Block BROWNSVILLE RD PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Carrick,3,2904,4,4,-79.9788010618009,40.385442305757
501,1078615,16185209,M,W,24,2016-09-30T23:41:00,"1500 Block E CARSON ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,South Side Flats,3,1702,3,4,-79.9833067062384,40.4286848326994
489,1078603,16195256,M,B,37,2016-10-15T22:09:00,"MURRAY AV & DARLINGTON RD PITTSBURGH, PA ",5505 Public Drunkenness,Squirrel Hill South,4,1408,5,3,-79.9229269583849,40.4369740840501
638,1078903,16195361,F,W,25,2016-10-16T01:45:00,"S 15TH ST & ROLAND ST PITTSBURGH, PA ","601.11(a) Littering and Dumping; Any waste, dangerous or detrimental substance upon public property",South Side Flats,3,1702,3,4,-79.9834351929321,40.4285554906908
641,1078906,16195398,M,W,24,2016-10-16T02:32:00,"S 15TH ST & E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9834249315897,40.4288151761983
646,1078911,16196582,M,W,30,2016-10-18T00:53:00,"1800 Block SIDNEY ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,4,-79.9804312456706,40.4296215755745
141,1078134,16167457,F,B,25,2016-09-05T16:25:00,"NORTH SHORE DR & ART ROONEY AV PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",North Shore,1,2205,1,6,-80.0135547185768,40.445299381601
16,1078043,16048495,M,W,27,2016-03-18T00:50:00,"1500 Block E CARSON ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,South Side Flats,3,1702,3,4,-79.9833067062384,40.4286848326994
17,1078044,16048495,M,W,27,2016-03-18T00:45:00,"1500 Block E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,4,-79.9833067062384,40.4286848326994
18,1078045,16053139,M,W,20,2016-03-25T00:11:00,"300 Block SEMPLE ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Central Oakland,4,405,3,3,-79.9570936272574,40.438737565192
649,1078914,16197123,M,W,23,2016-10-18T18:40:00,"900 Block HIGH ST PITTSBURGH, PA ",3304(a)(2) CRIMINAL MISCHIEF- Tamper With Property (So As To Endanger Person or Property),Spring Garden,1,2412,1,1,-79.9947253311493,40.4596516446567
437,1078481,16176526,F,W,21,2016-09-18T00:00:00,"S 16TH ST & ROLAND ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,South Side Flats,3,1702,3,4,-79.9828364524618,40.4285409799456
490,1078604,16195256,M,B,37,2016-10-15T22:09:00,"MURRAY AV & DARLINGTON RD PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Squirrel Hill South,4,1408,5,3,-79.9229269583849,40.4369740840501
491,1078605,16194898,M,W,61,2016-10-15T10:21:00,"3600 Block CALIFORNIA AV PITTSBURGH, PA ",3503(b)(1)(i) Actual Communication,Brighton Heights,1,2701,1,1,-80.0408573620645,40.480412767852
506,1078641,16192913,M,B,57,2016-10-12T10:51:00,"E OHIO ST PITTSBURGH, PA ",601.08 (a) Open Container Law,East Allegheny,1,2304,,,0.0,0.0
445,1078489,16180596,M,W,20,2016-09-24T01:50:00,"E CARSON ST & S 14TH ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,South Side Flats,3,1702,3,4,-79.9841457396827,40.4287991788365
701,1078994,16152469,M,W,44,2016-08-15T12:27:00,"1000 Block E CARSON ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,South Side Flats,3,1609,2,5,-80.0203922113297,40.4409166582449
23,1078050,16053250,F,B,26,2016-03-25T01:55:00,"WEST LIBERTY AV & PIONEER AV PITTSBURGH, PA ",5505 Public Drunkenness,Brookline,6,1917,4,4,-80.0101199059339,40.4129121285125
20,1078047,16053139,M,W,20,2016-03-25T00:11:00,"300 Block SEMPLE ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Central Oakland,4,405,3,3,-79.9570936272574,40.438737565192
21,1078048,16053206,M,W,21,2016-03-25T02:20:00,"S 16TH ST & ROLAND ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9828364524618,40.4285409799456
