account_key,assigned_rating,completion_date,creation_date,lesson_key,processing_state,days_to_completion
139,INCOMPLETE,2015-07-15,2015-07-09,3184238632,EVALUATED,518400000000000
139,INCOMPLETE,2015-05-28,2015-05-28,3168208620,EVALUATED,0
139,PASSED,2015-04-30,2015-04-30,3176718735,EVALUATED,0
139,PASSED,2015-06-10,2015-06-10,3165188753,EVALUATED,0
139,INCOMPLETE,2015-04-30,2015-04-30,3176718735,EVALUATED,0
139,INCOMPLETE,2015-06-09,2015-06-09,3165188753,EVALUATED,0
139,INCOMPLETE,2015-06-09,2015-06-09,3165188753,EVALUATED,0
139,PASSED,2015-07-19,2015-07-19,3184238632,EVALUATED,0
139,PASSED,2015-06-25,2015-06-24,3174288624,EVALUATED,86400000000000
139,INCOMPLETE,2015-06-09,2015-06-06,3165188753,EVALUATED,259200000000000
139,INCOMPLETE,2015-04-30,2015-04-30,3176718735,EVALUATED,0
139,INCOMPLETE,2015-06-10,2015-06-09,3165188753,EVALUATED,86400000000000
139,PASSED,2015-05-29,2015-05-29,3168208620,EVALUATED,0
372,INCOMPLETE,2015-08-24,2015-08-24,3165188753,EVALUATED,0
372,PASSED,2015-08-25,2015-08-25,3165188753,EVALUATED,0
372,PASSED,2015-05-03,2015-05-03,3176718735,EVALUATED,0
372,INCOMPLETE,2015-05-02,2015-05-02,3176718735,EVALUATED,0
372,PASSED,2015-06-23,2015-06-23,3168208620,EVALUATED,0
395,INCOMPLETE,2015-06-05,2015-06-05,3176718735,EVALUATED,0
395,INCOMPLETE,2015-05-29,2015-05-29,3176718735,EVALUATED,0
395,PASSED,2015-06-10,2015-06-05,3176718735,EVALUATED,432000000000000
392,PASSED,2015-07-03,2015-07-02,3165188753,EVALUATED,86400000000000
392,PASSED,2015-05-31,2015-05-31,3176718735,EVALUATED,0
392,INCOMPLETE,2015-06-20,2015-06-20,3168208620,EVALUATED,0
392,INCOMPLETE,2015-08-13,2015-08-13,3174288624,EVALUATED,0
392,PASSED,2015-06-22,2015-06-22,3168208620,EVALUATED,0
392,INCOMPLETE,2015-06-27,2015-06-26,3165188753,EVALUATED,86400000000000
392,INCOMPLETE,2015-08-13,2015-08-13,3174288624,EVALUATED,0
392,INCOMPLETE,2015-06-27,2015-06-27,3165188753,EVALUATED,0
392,INCOMPLETE,2015-05-31,2015-05-31,3176718735,EVALUATED,0
392,INCOMPLETE,2015-05-27,2015-05-27,3176718735,EVALUATED,0
464,PASSED,2015-06-30,2015-06-30,3168208620,EVALUATED,0
464,INCOMPLETE,2015-04-19,2015-04-19,3176718735,EVALUATED,0
464,INCOMPLETE,2015-04-19,2015-04-19,3176718735,EVALUATED,0
464,PASSED,2015-07-31,2015-07-30,3165188753,EVALUATED,86400000000000
464,PASSED,2015-04-19,2015-04-19,3176718735,EVALUATED,0
464,PASSED,2015-08-17,2015-08-17,3174288624,EVALUATED,0
464,INCOMPLETE,2015-07-29,2015-07-29,3165188753,EVALUATED,0
242,PASSED,2015-07-10,2015-07-10,3168208620,EVALUATED,0
242,INCOMPLETE,2015-07-06,2015-07-06,3168208620,EVALUATED,0
242,INCOMPLETE,2015-08-04,2015-08-03,3165188753,EVALUATED,86400000000000
242,PASSED,2015-06-20,2015-06-20,3176718735,EVALUATED,0
242,INCOMPLETE,2015-06-12,2015-06-12,3176718735,EVALUATED,0
242,INCOMPLETE,2015-06-19,2015-06-19,3176718735,EVALUATED,0
242,PASSED,2015-08-05,2015-08-05,3165188753,EVALUATED,0
242,INCOMPLETE,2015-06-18,2015-06-18,3176718735,EVALUATED,0
117,INCOMPLETE,2015-05-26,2015-05-26,3176718735,EVALUATED,0
117,PASSED,2015-08-27,2015-08-27,4576183932,EVALUATED,0
117,PASSED,2015-07-26,2015-07-24,3168208620,EVALUATED,172800000000000
117,INCOMPLETE,2015-08-27,2015-08-27,4576183932,EVALUATED,0
117,INCOMPLETE,2015-07-22,2015-07-22,3168208620,EVALUATED,0
117,PASSED,2015-05-26,2015-05-26,3176718735,EVALUATED,0
445,PASSED,2015-07-13,2015-07-13,3176718735,EVALUATED,0
445,INCOMPLETE,2015-07-13,2015-07-13,3176718735,EVALUATED,0
426,PASSED,2015-08-09,2015-08-09,4110338963,EVALUATED,0
426,INCOMPLETE,2015-08-08,2015-08-07,4110338963,EVALUATED,86400000000000
426,INCOMPLETE,2015-08-06,2015-08-06,4110338963,EVALUATED,0
426,INCOMPLETE,2015-08-06,2015-07-29,4110338963,EVALUATED,691200000000000
426,PASSED,2015-06-29,2015-06-29,3174288624,EVALUATED,0
426,INCOMPLETE,2015-05-25,2015-05-25,3168208620,EVALUATED,0
426,INCOMPLETE,2015-08-09,2015-08-09,4110338963,EVALUATED,0
426,PASSED,2015-05-25,2015-05-25,3168208620,EVALUATED,0
426,INCOMPLETE,2015-06-28,2015-06-28,3174288624,EVALUATED,0
426,PASSED,2015-06-14,2015-06-14,3165188753,EVALUATED,0
426,PASSED,2015-05-25,2015-05-25,3176718735,EVALUATED,0
426,INCOMPLETE,2015-06-13,2015-06-12,3165188753,EVALUATED,86400000000000
426,INCOMPLETE,2015-05-21,2015-05-18,3176718735,EVALUATED,259200000000000
426,PASSED,2015-07-15,2015-07-14,3184238632,EVALUATED,86400000000000
426,INCOMPLETE,2015-07-11,2015-07-10,3184238632,EVALUATED,86400000000000
426,INCOMPLETE,2015-05-25,2015-05-25,3168208620,EVALUATED,0
426,INCOMPLETE,2015-05-25,2015-05-25,3176718735,EVALUATED,0
341,PASSED,2015-07-24,2015-07-24,4576183932,EVALUATED,0
341,INCOMPLETE,2015-07-24,2015-07-24,4576183932,EVALUATED,0
341,INCOMPLETE,2015-07-16,2015-07-15,3176718735,EVALUATED,86400000000000
341,INCOMPLETE,2015-06-27,2015-06-26,3176718735,EVALUATED,86400000000000
341,INCOMPLETE,2015-06-25,2015-06-25,3176718735,EVALUATED,0
341,PASSED,2015-07-22,2015-07-21,3176718735,EVALUATED,86400000000000
341,INCOMPLETE,2015-07-19,2015-07-18,3176718735,EVALUATED,86400000000000
341,INCOMPLETE,2015-06-19,2015-06-18,3176718735,EVALUATED,86400000000000
341,INCOMPLETE,2015-06-16,2015-06-15,3176718735,EVALUATED,86400000000000
183,PASSED,2015-05-30,2015-05-30,3176718735,EVALUATED,0
183,PASSED,2015-06-27,2015-06-27,3168208620,EVALUATED,0
183,INCOMPLETE,2015-05-30,2015-05-30,3176718735,EVALUATED,0
304,PASSED,2015-06-12,2015-06-12,3176718735,EVALUATED,0
304,INCOMPLETE,2015-06-11,2015-06-11,3176718735,EVALUATED,0
304,PASSED,2015-07-29,2015-07-27,3168208620,EVALUATED,172800000000000
304,INCOMPLETE,2015-06-12,2015-06-12,3176718735,EVALUATED,0
784,INCOMPLETE,2015-08-20,2015-08-19,4582204201,EVALUATED,86400000000000
784,INCOMPLETE,2015-08-17,2015-08-17,4576183932,EVALUATED,0
784,INCOMPLETE,2015-08-18,2015-08-18,4576183932,EVALUATED,0
784,PASSED,2015-08-21,2015-08-21,4576183932,EVALUATED,0
784,PASSED,2015-08-20,2015-08-20,4582204201,EVALUATED,0
784,INCOMPLETE,2015-08-20,2015-08-20,4582204201,EVALUATED,0
437,PASSED,2015-08-02,2015-08-02,4582204201,EVALUATED,0
437,INCOMPLETE,2015-07-28,2015-07-28,3176718735,EVALUATED,0
437,PASSED,2015-08-03,2015-08-02,3176718735,EVALUATED,86400000000000
437,INCOMPLETE,2015-07-31,2015-07-29,3176718735,EVALUATED,172800000000000
437,INCOMPLETE,2015-07-28,2015-07-28,4582204201,EVALUATED,0
437,PASSED,2015-07-14,2015-07-14,4576183932,EVALUATED,0
291,INCOMPLETE,2015-05-23,2015-05-23,3176718735,EVALUATED,0
291,PASSED,2015-07-28,2015-07-28,3168208620,EVALUATED,0
291,PASSED,2015-05-25,2015-05-25,3176718735,EVALUATED,0
291,INCOMPLETE,2015-07-28,2015-07-27,3168208620,EVALUATED,86400000000000
86,INCOMPLETE,2015-07-23,2015-07-23,3168208620,EVALUATED,0
86,INCOMPLETE,2015-06-08,2015-06-08,3176718735,EVALUATED,0
86,PASSED,2015-07-27,2015-07-27,3168208620,EVALUATED,0
86,INCOMPLETE,2015-07-26,2015-07-24,3168208620,EVALUATED,172800000000000
86,PASSED,2015-06-09,2015-06-09,3176718735,EVALUATED,0
158,INCOMPLETE,2015-06-02,2015-06-01,3176718735,EVALUATED,86400000000000
158,PASSED,2015-06-04,2015-06-04,3176718735,EVALUATED,0
76,PASSED,2015-05-21,2015-05-19,3168208620,EVALUATED,172800000000000
76,INCOMPLETE,2015-05-21,2015-05-12,3168208620,EVALUATED,777600000000000
76,PASSED,2015-03-25,2015-03-10,3176718735,EVALUATED,1296000000000000
358,INCOMPLETE,2015-02-13,2015-02-02,3176718735,EVALUATED,950400000000000
358,PASSED,2015-06-01,2015-05-31,3176718735,EVALUATED,86400000000000
358,INCOMPLETE,2015-05-31,2015-05-31,3176718735,EVALUATED,0
358,INCOMPLETE,2015-03-09,2015-03-01,3176718735,EVALUATED,691200000000000
388,INCOMPLETE,2015-05-27,2015-05-27,3168208620,EVALUATED,0
388,PASSED,2015-05-30,2015-05-29,3168208620,EVALUATED,86400000000000
388,PASSED,2015-03-02,2015-02-23,3176718735,EVALUATED,604800000000000
597,PASSED,2015-04-18,2015-04-16,3165188753,EVALUATED,172800000000000
597,PASSED,2015-03-06,2015-02-22,3168208620,EVALUATED,1036800000000000
597,PASSED,2015-02-06,2015-01-22,3176718735,EVALUATED,1296000000000000
597,PASSED,2015-04-22,2015-04-22,3174288624,EVALUATED,0
597,INCOMPLETE,2015-05-21,2015-05-10,3184238632,EVALUATED,950400000000000
597,INCOMPLETE,2015-04-15,2015-04-14,3165188753,EVALUATED,86400000000000
597,PASSED,2015-05-21,2015-05-12,3184238632,EVALUATED,777600000000000
597,INCOMPLETE,2015-04-13,2015-04-11,3165188753,EVALUATED,172800000000000
78,PASSED,2015-07-17,2015-07-17,3168208620,EVALUATED,0
78,UNGRADED,2015-02-02,2015-02-02,3176718735,EVALUATED,0
78,INCOMPLETE,2015-07-15,2015-07-15,3168208620,EVALUATED,0
78,PASSED,2015-02-17,2015-02-03,3176718735,EVALUATED,1209600000000000
670,INCOMPLETE,2015-03-13,2015-03-09,3176718735,EVALUATED,345600000000000
751,PASSED,2015-08-12,2015-08-12,4576183932,EVALUATED,0
751,INCOMPLETE,2015-08-11,2015-08-11,4576183932,EVALUATED,0
1209,PASSED,2015-07-18,2015-07-17,4576183932,EVALUATED,86400000000000
262,PASSED,2015-05-04,2015-05-04,3176718735,EVALUATED,0
262,INCOMPLETE,2015-04-30,2015-04-30,3176718735,EVALUATED,0
1176,PASSED,2015-08-18,2015-08-18,4582204201,EVALUATED,0
1176,INCOMPLETE,2015-08-12,2015-08-12,4576183932,EVALUATED,0
1176,PASSED,2015-08-12,2015-08-12,4576183932,EVALUATED,0
267,PASSED,2015-04-23,2015-04-23,3176718735,EVALUATED,0
107,INCOMPLETE,2015-06-29,2015-06-29,3168208620,EVALUATED,0
107,PASSED,2015-04-23,2015-04-23,3176718735,EVALUATED,0
107,INCOMPLETE,2015-08-01,2015-07-31,3165188753,EVALUATED,86400000000000
165,PASSED,2015-01-22,2015-01-09,3176718735,EVALUATED,1123200000000000
227,INCOMPLETE,2015-07-14,2015-07-14,3176718735,EVALUATED,0
227,PASSED,2015-07-23,2015-07-23,3176718735,EVALUATED,0
227,PASSED,2014-12-05,2014-12-01,3165188753,EVALUATED,345600000000000
188,PASSED,2015-06-08,2015-06-06,3165188753,EVALUATED,172800000000000
188,DISTINCTION,2015-03-11,2015-02-25,3168208620,EVALUATED,1209600000000000
188,PASSED,2015-02-12,2015-01-28,3176718735,EVALUATED,1296000000000000
188,INCOMPLETE,2015-01-27,2015-01-13,3176718735,EVALUATED,1209600000000000
188,INCOMPLETE,2015-05-07,2015-05-04,3165188753,EVALUATED,259200000000000
520,PASSED,2015-02-12,2015-01-29,3176718735,EVALUATED,1209600000000000
520,UNGRADED,2015-01-13,2015-01-13,3176718735,EVALUATED,0
520,INCOMPLETE,2015-01-27,2015-01-13,3176718735,EVALUATED,1209600000000000
495,PASSED,2015-01-21,2015-01-11,3176718735,EVALUATED,864000000000000
495,INCOMPLETE,2015-08-23,2015-08-23,3165188753,EVALUATED,0
495,PASSED,2015-08-24,2015-08-24,3165188753,EVALUATED,0
495,PASSED,2015-03-25,2015-03-16,3168208620,EVALUATED,777600000000000
465,PASSED,2015-06-14,2015-06-14,3168208620,EVALUATED,0
465,INCOMPLETE,2015-06-12,2015-06-09,3168208620,EVALUATED,259200000000000
465,PASSED,2015-04-13,2015-04-08,3176718735,EVALUATED,432000000000000
465,INCOMPLETE,2015-04-07,2015-04-06,3176718735,EVALUATED,86400000000000
35,INCOMPLETE,2015-06-17,2015-06-17,3168208620,EVALUATED,0
35,PASSED,2015-06-19,2015-06-19,3168208620,EVALUATED,0
35,INCOMPLETE,2015-04-29,2015-04-29,3168208620,EVALUATED,0
35,INCOMPLETE,2015-03-25,2015-03-11,3165188753,EVALUATED,1209600000000000
35,PASSED,2015-03-13,2015-03-03,3176718735,EVALUATED,864000000000000
35,UNGRADED,2015-03-12,2015-03-11,3165188753,EVALUATED,86400000000000
35,INCOMPLETE,2015-08-24,2015-08-22,3174288624,EVALUATED,172800000000000
35,INCOMPLETE,2015-08-25,2015-08-25,3174288624,EVALUATED,0
35,INCOMPLETE,2015-03-09,2015-02-23,3165188753,EVALUATED,1209600000000000
35,PASSED,2015-08-27,2015-08-27,3174288624,EVALUATED,0
35,INCOMPLETE,2015-06-10,2015-06-09,3168208620,EVALUATED,86400000000000
35,PASSED,2015-04-10,2015-03-28,3165188753,EVALUATED,1123200000000000
35,INCOMPLETE,2015-02-24,2015-02-09,3176718735,EVALUATED,1296000000000000
22,INCOMPLETE,2015-05-25,2015-05-25,3176718735,EVALUATED,0
22,INCOMPLETE,2015-07-10,2015-07-10,3168208620,EVALUATED,0
22,INCOMPLETE,2015-07-09,2015-07-09,3168208620,EVALUATED,0
22,PASSED,2015-07-11,2015-07-11,3168208620,EVALUATED,0
22,PASSED,2015-05-25,2015-05-25,3176718735,EVALUATED,0
349,PASSED,2015-07-24,2015-07-24,3176718735,EVALUATED,0
349,INCOMPLETE,2015-07-23,2015-07-23,3176718735,EVALUATED,0
349,INCOMPLETE,2015-06-09,2015-06-05,3176718735,EVALUATED,345600000000000
349,INCOMPLETE,2015-06-01,2015-06-01,3176718735,EVALUATED,0
349,INCOMPLETE,2015-06-23,2015-06-23,3176718735,EVALUATED,0
607,INCOMPLETE,2015-04-17,2015-04-17,3176718735,EVALUATED,0
607,INCOMPLETE,2015-08-06,2015-08-06,3165188753,EVALUATED,0
607,INCOMPLETE,2015-06-15,2015-06-15,3168208620,EVALUATED,0
607,PASSED,2015-04-20,2015-04-20,3176718735,EVALUATED,0
607,PASSED,2015-08-11,2015-08-11,3165188753,EVALUATED,0
607,PASSED,2015-06-29,2015-06-18,3168208620,EVALUATED,950400000000000
607,INCOMPLETE,2015-06-17,2015-06-17,3168208620,EVALUATED,0
607,INCOMPLETE,2015-06-16,2015-06-16,3168208620,EVALUATED,0
559,INCOMPLETE,2015-07-16,2015-07-16,4576183932,EVALUATED,0
559,PASSED,2015-06-26,2015-06-26,3176718735,EVALUATED,0
559,,,2015-08-27,3165188753,CREATED,-9223372036854775808
559,PASSED,2015-07-14,2015-07-13,3168208620,EVALUATED,86400000000000
559,INCOMPLETE,2015-07-12,2015-07-11,3168208620,EVALUATED,86400000000000
559,INCOMPLETE,2015-06-19,2015-06-19,3176718735,EVALUATED,0
559,PASSED,2015-07-17,2015-07-16,4576183932,EVALUATED,86400000000000
559,INCOMPLETE,2015-06-18,2015-06-17,3176718735,EVALUATED,86400000000000
559,INCOMPLETE,2015-06-16,2015-06-15,3176718735,EVALUATED,86400000000000
271,PASSED,2015-07-18,2015-07-16,4582204201,EVALUATED,172800000000000
271,INCOMPLETE,2015-08-16,2015-08-16,3176718735,EVALUATED,0
271,PASSED,2015-08-17,2015-08-17,3176718735,EVALUATED,0
271,INCOMPLETE,2015-07-09,2015-07-09,4576183932,EVALUATED,0
271,INCOMPLETE,2015-07-15,2015-07-12,4582204201,EVALUATED,259200000000000
271,PASSED,2015-07-11,2015-07-10,4576183932,EVALUATED,86400000000000
271,INCOMPLETE,2015-08-17,2015-08-17,3176718735,EVALUATED,0
423,PASSED,2015-06-01,2015-06-01,3176718735,EVALUATED,0
423,INCOMPLETE,2015-06-01,2015-06-01,3176718735,EVALUATED,0
979,INCOMPLETE,2015-08-04,2015-08-03,4582204201,EVALUATED,86400000000000
979,PASSED,2015-07-21,2015-07-20,4576183932,EVALUATED,86400000000000
979,PASSED,2015-08-09,2015-08-09,4582204201,EVALUATED,0
509,INCOMPLETE,2015-07-27,2015-07-27,3168208620,EVALUATED,0
509,INCOMPLETE,2015-07-26,2015-07-26,3168208620,EVALUATED,0
509,INCOMPLETE,2015-05-24,2015-05-24,3176718735,EVALUATED,0
509,PASSED,2015-07-28,2015-07-28,3168208620,EVALUATED,0
509,INCOMPLETE,2015-07-28,2015-07-27,3168208620,EVALUATED,86400000000000
509,PASSED,2015-05-27,2015-05-27,3176718735,EVALUATED,0
536,INCOMPLETE,2015-06-14,2015-06-14,3176718735,EVALUATED,0
536,PASSED,2015-06-15,2015-06-15,3176718735,EVALUATED,0
363,PASSED,2015-08-12,2015-08-12,3168208620,EVALUATED,0
363,INCOMPLETE,2015-06-23,2015-06-23,3176718735,EVALUATED,0
363,INCOMPLETE,2015-08-12,2015-08-12,3168208620,EVALUATED,0
363,PASSED,2015-06-28,2015-06-28,3176718735,EVALUATED,0
363,INCOMPLETE,2015-06-25,2015-06-25,3176718735,EVALUATED,0
363,INCOMPLETE,2015-08-11,2015-08-11,3168208620,EVALUATED,0
404,INCOMPLETE,2015-06-01,2015-06-01,3176718735,EVALUATED,0
404,INCOMPLETE,2015-05-31,2015-05-31,3176718735,EVALUATED,0
404,PASSED,2015-06-02,2015-06-02,3176718735,EVALUATED,0
404,INCOMPLETE,2015-06-01,2015-06-01,3176718735,EVALUATED,0
706,INCOMPLETE,2015-06-08,2015-06-08,3176718735,EVALUATED,0
211,INCOMPLETE,2015-06-10,2015-06-10,3176718735,EVALUATED,0
211,PASSED,2015-07-28,2015-07-27,3165188753,EVALUATED,86400000000000
211,INCOMPLETE,2015-07-02,2015-07-02,3168208620,EVALUATED,0
211,PASSED,2015-06-11,2015-06-11,3176718735,EVALUATED,0
211,INCOMPLETE,2015-07-24,2015-07-23,3165188753,EVALUATED,86400000000000
211,PASSED,2015-07-02,2015-07-02,3168208620,EVALUATED,0
307,INCOMPLETE,2015-05-31,2015-05-30,3168208620,EVALUATED,86400000000000
307,PASSED,2015-03-31,2015-03-18,3176718735,EVALUATED,1123200000000000
307,PASSED,2015-06-05,2015-06-05,3168208620,EVALUATED,0
407,INCOMPLETE,2015-06-29,2015-06-29,3176718735,EVALUATED,0
407,PASSED,2015-07-01,2015-07-01,3176718735,EVALUATED,0
407,INCOMPLETE,2015-07-01,2015-07-01,3176718735,EVALUATED,0
1173,INCOMPLETE,2015-07-13,2015-07-13,3176718735,EVALUATED,0
1173,INCOMPLETE,2015-08-02,2015-07-29,3176718735,EVALUATED,345600000000000
1173,INCOMPLETE,2015-07-05,2015-07-05,3176718735,EVALUATED,0
376,INCOMPLETE,2015-06-14,2015-06-13,3176718735,EVALUATED,86400000000000
376,INCOMPLETE,2015-06-12,2015-06-12,3176718735,EVALUATED,0
376,INCOMPLETE,2015-07-31,2015-07-31,4582204201,EVALUATED,0
376,PASSED,2015-06-14,2015-06-14,3176718735,EVALUATED,0
376,PASSED,2015-07-27,2015-07-27,4576183932,EVALUATED,0
376,PASSED,2015-07-23,2015-07-22,3168208620,EVALUATED,86400000000000
376,PASSED,2015-08-10,2015-08-10,4582204201,EVALUATED,0
376,INCOMPLETE,2015-07-30,2015-07-29,4582204201,EVALUATED,86400000000000
376,INCOMPLETE,2015-06-13,2015-06-13,3176718735,EVALUATED,0
1154,INCOMPLETE,2015-08-07,2015-08-07,4576183932,EVALUATED,0
154,PASSED,2015-06-03,2015-06-03,3176718735,EVALUATED,0
154,INCOMPLETE,2015-06-02,2015-06-02,3176718735,EVALUATED,0
154,INCOMPLETE,2015-06-01,2015-06-01,3176718735,EVALUATED,0
154,PASSED,2015-08-15,2015-08-15,3168208620,EVALUATED,0
555,INCOMPLETE,2015-08-08,2015-08-07,3168208620,EVALUATED,86400000000000
555,PASSED,2015-05-27,2015-05-27,3176718735,EVALUATED,0
555,PASSED,2015-08-09,2015-08-08,3168208620,EVALUATED,86400000000000
555,INCOMPLETE,2015-07-28,2015-07-27,3168208620,EVALUATED,86400000000000
555,INCOMPLETE,2015-05-21,2015-05-21,3176718735,EVALUATED,0
555,INCOMPLETE,2015-05-27,2015-05-27,3176718735,EVALUATED,0
555,INCOMPLETE,2015-05-26,2015-05-26,3176718735,EVALUATED,0
555,INCOMPLETE,2015-05-21,2015-05-19,3176718735,EVALUATED,172800000000000
619,INCOMPLETE,2015-06-17,2015-06-17,3176718735,EVALUATED,0
619,INCOMPLETE,2015-08-14,2015-08-13,3174288624,EVALUATED,86400000000000
619,INCOMPLETE,2015-07-31,2015-07-30,3165188753,EVALUATED,86400000000000
619,PASSED,2015-08-03,2015-08-01,3165188753,EVALUATED,172800000000000
619,INCOMPLETE,2015-07-29,2015-07-28,3165188753,EVALUATED,86400000000000
619,PASSED,2015-06-18,2015-06-18,3176718735,EVALUATED,0
619,INCOMPLETE,2015-06-16,2015-06-16,3176718735,EVALUATED,0
619,PASSED,2015-08-14,2015-08-14,3174288624,EVALUATED,0
619,INCOMPLETE,2015-07-05,2015-07-05,3168208620,EVALUATED,0
619,PASSED,2015-07-06,2015-07-06,3168208620,EVALUATED,0
95,INCOMPLETE,2015-08-09,2015-08-08,746169184,EVALUATED,86400000000000
95,PASSED,2015-08-09,2015-08-09,746169184,EVALUATED,0
95,INCOMPLETE,2015-08-07,2015-08-07,746169184,EVALUATED,0
109,INCOMPLETE,2015-07-17,2015-07-16,3176718735,EVALUATED,86400000000000
109,INCOMPLETE,2015-07-06,2015-07-06,3176718735,EVALUATED,0
109,PASSED,2015-07-23,2015-07-23,3176718735,EVALUATED,0
109,INCOMPLETE,2015-07-22,2015-07-21,3176718735,EVALUATED,86400000000000
109,INCOMPLETE,2015-07-23,2015-07-22,3176718735,EVALUATED,86400000000000
1133,PASSED,2015-07-13,2015-07-13,4576183932,EVALUATED,0
1231,INCOMPLETE,2015-08-12,2015-08-12,4582204201,EVALUATED,0
1231,PASSED,2015-07-12,2015-07-12,4576183932,EVALUATED,0
1231,PASSED,2015-08-14,2015-08-13,4582204201,EVALUATED,86400000000000
456,INCOMPLETE,2015-07-28,2015-07-28,4582204201,EVALUATED,0
456,INCOMPLETE,2015-08-01,2015-07-31,3176718735,EVALUATED,86400000000000
456,PASSED,2015-07-15,2015-07-10,4576183932,EVALUATED,432000000000000
456,INCOMPLETE,2015-08-22,2015-08-22,3168208620,EVALUATED,0
456,INCOMPLETE,2015-07-28,2015-07-27,4582204201,EVALUATED,86400000000000
456,PASSED,2015-08-23,2015-08-23,3168208620,EVALUATED,0
456,PASSED,2015-07-28,2015-07-28,4582204201,EVALUATED,0
456,PASSED,2015-08-02,2015-08-02,3176718735,EVALUATED,0
249,PASSED,2015-07-06,2015-07-06,3176718735,EVALUATED,0
249,INCOMPLETE,2015-06-30,2015-06-30,3176718735,EVALUATED,0
644,PASSED,2015-07-06,2015-07-06,3176718735,EVALUATED,0
238,PASSED,2015-08-27,2015-08-27,3176718735,EVALUATED,0
238,INCOMPLETE,2015-08-26,2015-08-26,3176718735,EVALUATED,0
238,PASSED,2015-07-17,2015-07-15,4576183932,EVALUATED,172800000000000
238,PASSED,2015-08-06,2015-08-06,4582204201,EVALUATED,0
238,INCOMPLETE,2015-08-06,2015-08-06,4582204201,EVALUATED,0
481,PASSED,2015-08-04,2015-08-04,4582204201,EVALUATED,0
481,INCOMPLETE,2015-07-18,2015-07-14,4582204201,EVALUATED,345600000000000
481,PASSED,2015-07-14,2015-07-14,4576183932,EVALUATED,0
481,INCOMPLETE,2015-06-23,2015-06-23,3176718735,EVALUATED,0
481,INCOMPLETE,2015-07-29,2015-07-29,4582204201,EVALUATED,0
481,INCOMPLETE,2015-07-28,2015-07-28,4582204201,EVALUATED,0
481,PASSED,2015-06-23,2015-06-23,3176718735,EVALUATED,0
481,INCOMPLETE,2015-06-10,2015-06-09,3176718735,EVALUATED,86400000000000
481,INCOMPLETE,2015-07-23,2015-07-23,4582204201,EVALUATED,0
481,INCOMPLETE,2015-06-05,2015-06-05,3176718735,EVALUATED,0
481,INCOMPLETE,2015-06-23,2015-06-23,3176718735,EVALUATED,0
481,INCOMPLETE,2015-06-14,2015-06-14,3176718735,EVALUATED,0
63,INCOMPLETE,2015-08-14,2015-08-13,3165188753,EVALUATED,86400000000000
63,PASSED,2015-06-14,2015-06-14,3176718735,EVALUATED,0
63,INCOMPLETE,2015-06-09,2015-06-06,3176718735,EVALUATED,259200000000000
63,PASSED,2015-08-14,2015-08-14,3165188753,EVALUATED,0
63,PASSED,2015-07-09,2015-07-08,3168208620,EVALUATED,86400000000000
63,INCOMPLETE,2015-07-08,2015-07-08,3168208620,EVALUATED,0
1087,PASSED,2015-07-29,2015-07-27,4576183932,EVALUATED,172800000000000
1087,INCOMPLETE,2015-07-27,2015-07-27,4576183932,EVALUATED,0
1087,INCOMPLETE,2015-08-06,2015-08-05,4582204201,EVALUATED,86400000000000
1087,PASSED,2015-08-06,2015-08-06,4582204201,EVALUATED,0
1087,INCOMPLETE,2015-08-04,2015-08-04,4582204201,EVALUATED,0
646,PASSED,2015-07-27,2015-07-27,3168208620,EVALUATED,0
646,PASSED,2015-08-18,2015-08-18,4582204201,EVALUATED,0
646,INCOMPLETE,2015-08-17,2015-08-17,4582204201,EVALUATED,0
646,PASSED,2015-08-17,2015-08-17,4576183932,EVALUATED,0
646,PASSED,2015-07-06,2015-07-06,3176718735,EVALUATED,0
646,INCOMPLETE,2015-06-30,2015-06-30,3176718735,EVALUATED,0
216,PASSED,2015-07-11,2015-07-10,4576183932,EVALUATED,86400000000000
216,PASSED,2015-07-21,2015-07-21,3176718735,EVALUATED,0
216,PASSED,2015-07-21,2015-07-12,4582204201,EVALUATED,777600000000000
216,INCOMPLETE,2015-07-19,2015-07-19,3176718735,EVALUATED,0
124,INCOMPLETE,2015-07-28,2015-07-28,4582204201,EVALUATED,0
124,PASSED,2015-07-13,2015-07-13,4576183932,EVALUATED,0
124,PASSED,2015-08-16,2015-08-15,3176718735,EVALUATED,86400000000000
124,PASSED,2015-07-29,2015-07-28,4582204201,EVALUATED,86400000000000
124,INCOMPLETE,2015-08-09,2015-08-09,3176718735,EVALUATED,0
124,INCOMPLETE,2015-07-13,2015-07-12,4576183932,EVALUATED,86400000000000
199,PASSED,2015-07-31,2015-07-31,4582204201,EVALUATED,0
199,PASSED,2015-07-25,2015-07-25,4576183932,EVALUATED,0
199,INCOMPLETE,2015-07-28,2015-07-28,3168208620,EVALUATED,0
199,INCOMPLETE,2015-06-19,2015-06-19,3176718735,EVALUATED,0
199,INCOMPLETE,2015-07-26,2015-07-26,3168208620,EVALUATED,0
199,PASSED,2015-06-20,2015-06-20,3176718735,EVALUATED,0
199,PASSED,2015-07-29,2015-07-29,3168208620,EVALUATED,0
199,INCOMPLETE,2015-06-17,2015-06-17,3176718735,EVALUATED,0
777,INCOMPLETE,2015-07-31,2015-07-28,3176718735,EVALUATED,259200000000000
777,INCOMPLETE,2015-07-28,2015-07-27,3176718735,EVALUATED,86400000000000
