,device_id,device_brand,device_model,gender,age,group
47160,-601896156478936453,samsung,Galaxy S5,M,36,M35-44
47161,1069739804698731218,samsung,Galaxy Note 3,M,32,M25-34
47162,-8773224903187348325,samsung,Galaxy Note 3,M,31,M25-34
47163,6076451050607329558,xiaomi,MI 3,M,21,M15-24
47164,8753362646332369859,索尼,Xperia Z,M,22,M15-24
47165,3654209673910378491,samsung,Galaxy Core 4G,M,42,M35-44
47166,-8544905747922375062,huawei,荣耀3C,M,30,M25-34
47167,-5940949177339150898,htc,Desire 816,M,22,M15-24
47168,-6493286837946018154,huawei,荣耀3C,M,23,M15-24
47169,-6780888812309774786,xiaomi,MI One Plus,M,20,M15-24
47170,-4605721002916812756,xiaomi,MI 1S,M,30,M25-34
47171,8796722915484843195,samsung,Galaxy S4,M,38,M35-44
47172,-8920725628843225306,xiaomi,红米note,F,38,F35-44
47173,243936523901814365,xiaomi,red rice,F,54,F45+
47174,5775622824350134175,cool,F2,F,24,F15-24
47175,3014681993496389136,huawei,T8830Pro,F,24,F15-24
47176,8543316339499766821,htc,608t,F,33,F25-34
47177,6500187420430352597,samsung,Galaxy S2,F,39,F35-44
47178,-4004950237845512213,aiyouni,U2,M,34,M25-34
47179,4034506120802628544,xiaomi,红米note,M,28,M25-34
47180,7383228863424622044,xiaomi,MI 3,M,45,M45+
47181,4265721834356274905,huawei,荣耀3X畅玩版,F,22,F15-24
47182,3968988883146123414,oppo,R2017,M,21,M15-24
47183,-3264991548842285607,lenovo,S898t,M,37,M35-44
47184,8732716319029412447,huawei,荣耀6,M,32,M25-34
47185,3987591419813289153,xiaomi,红米note,M,27,M25-34
47186,5989811309685427345,xiaomi,MI 2S,M,27,M25-34
47187,-6605793912120978435,xiaomi,红米note,M,30,M25-34
47188,-3659187544394895398,xiaomi,红米note,M,27,M25-34
47189,-6835639802942309966,xiaomi,红米1S,F,21,F15-24
47190,-8590880097262906825,xiaomi,红米1S,F,30,F25-34
47191,-5373293293102466444,huawei,Ascend P1,M,28,M25-34
47192,8735440578404844444,xiaomi,红米note,F,60,F45+
47193,-1220551639427631943,xiaomi,MI 2S,M,43,M35-44
47194,-8759298630160670202,samsung,Galaxy S3,F,21,F15-24
47195,5485082727981782809,koobee,U55GT,M,25,M25-34
47196,1294147261482470392,huawei,U9508,F,41,F35-44
47197,-7761764843879742466,xiaomi,MI 3,M,19,M15-24
47198,-6465305512292101232,huawei,荣耀6 Plus,M,29,M25-34
47199,2627977329833182380,samsung,Galaxy Note 3,F,27,F25-34
47200,4836508174340378679,xiaomi,红米1S,F,25,F25-34
47201,5488802066666978194,samsung,Galaxy Note 2,M,21,M15-24
47202,-8320362523340483480,xiaomi,红米1S,M,46,M45+
47203,-712086004122562622,samsung,Galaxy Note 3,M,33,M25-34
47204,-7436489058371032279,htc,802w,F,29,F25-34
47205,565323315533604942,xiaomi,MI 2S,M,27,M25-34
47206,3568343664507990695,samsung,Galaxy Grand,M,39,M35-44
47207,4595927020805188294,huawei,荣耀3X畅玩版,F,38,F35-44
47208,4044377088870916300,xiaomi,MI 3,F,16,F15-24
47209,6779458599008602520,samsung,SHV-E210L,M,26,M25-34
47210,-8071118754033930383,huawei,荣耀3C,F,44,F35-44
47211,4133932194575862451,samsung,G3588V,M,27,M25-34
47212,8783198714300817588,samsung,Galaxy Note 3,M,31,M25-34
47213,1569832921434699017,samsung,Galaxy Fame,F,24,F15-24
47214,-2992320817903671612,samsung,Galaxy Ace,M,26,M25-34
47215,-1673237640622416602,vivo,X3L,F,25,F25-34
47216,-9148432214504861130,oppo,R809T,M,80,M45+
47217,7700072444724895370,xiaomi,MI 2A,M,81,M45+
47218,328804322300586702,samsung,Galaxy S3,F,44,F35-44
47219,5076208492256303970,xiaomi,红米note,M,56,M45+
47220,-986406922334680919,huawei,荣耀6,M,37,M35-44
47221,4211685073221150868,samsung,Galaxy S4,M,41,M35-44
47222,3653274676258839302,xiaomi,红米note,F,42,F35-44
47223,-8470783535844095886,oneplus,One,M,39,M35-44
47224,3521018635428507376,samsung,Galaxy Note 2,M,65,M45+
47225,-7711899835662767953,samsung,Galaxy S5,F,30,F25-34
47226,-8462916736637566570,oppo,Find 5,F,23,F15-24
47227,1439474035819746758,zte corporation,V955,M,31,M25-34
47228,-2089353261046910161,xiaomi,MI 3,F,22,F15-24
47229,-7945987863310277357,huawei,Mate 8,M,34,M25-34
47230,5127986719795614571,xiaomi,红米1S,F,24,F15-24
47231,-7905875729821516636,xiaomi,红米note,F,27,F25-34
47232,-4570669422975863274,lenovo,A788t,M,34,M25-34
47233,-4677981382381307538,xiaomi,MI 3,F,29,F25-34
47234,3613672541612779370,huawei,G750-T20,M,24,M15-24
47235,-6763866130066833576,cool,大神F1,M,33,M25-34
47236,-2174629007567990388,dowe,D800,F,24,F15-24
47237,-4954726257064708924,xiaomi,MI 3,F,33,F25-34
47238,8213487331706623912,samsung,Galaxy S4,F,34,F25-34
47239,-7804236375163255329,oppo,R3,M,43,M35-44
47240,-2294909191893946678,亿通,D520,M,36,M35-44
47241,-1479316582983262455,samsung,Galaxy Y,M,17,M15-24
47242,5642804286518136347,gionee,E3,F,31,F25-34
47243,4896590570384100792,samsung,Galaxy Note 2,M,37,M35-44
47244,-4582322241299959909,huawei,Ascend P7,F,34,F25-34
47245,1894179724460606794,huawei,荣耀3C,M,25,M25-34
47246,-3977545686144602756,xiaomi,红米note,F,29,F25-34
47247,-3338267221297835591,samsung,Galaxy Grand 2,F,38,F35-44
47248,-1423153077574539591,xiaomi,红米1S,M,28,M25-34
47249,-7936738974721311568,samsung,Galaxy S5,F,21,F15-24
47250,296621170841665303,huawei,G610T,F,46,F45+
47251,-4037193021047811404,vivo,Y20T,F,28,F25-34
47252,6699075782703163044,samsung,Galaxy Mega 5.8,M,69,M45+
47253,8029547984816134591,huawei,Y511-T00,M,18,M15-24
47254,-6452249046639273401,huawei,Y635-TL00,M,38,M35-44
47255,-1539979963116391306,samsung,Galaxy Note 2,M,31,M25-34
47256,4672328680753895243,xiaomi,红米note,F,32,F25-34
47257,7714016384352269149,ada,V719,M,26,M25-34
47258,1546235139397807605,vivo,X3T,F,26,F25-34
47259,6786055693281021254,xiaomi,MI 3,M,32,M25-34
47260,604601419601042567,xiaomi,红米1S,F,32,F25-34
47261,412805066277222576,xiaomi,MI 2S,M,28,M25-34
47262,-6629389628265987559,xiaomi,红米1S,F,29,F25-34
47263,-7764213008154631374,cool,大神F1,M,30,M25-34
47264,-1641933623729362638,xiaomi,MI 2A,M,26,M25-34
47265,1872425408482923987,vivo,Xplay3S,F,20,F15-24
47266,-5397809237265812727,huawei,G520-0000,M,41,M35-44
47267,-6837700150949859681,hasse,X50TS,F,51,F45+
47268,-5519310267002325854,samsung,Galaxy Grand Neo Plus,M,25,M25-34
47269,-624806991690801267,oppo,R821T,M,29,M25-34
47270,-4607662570247520992,xiaomi,MI 3,M,21,M15-24
47271,-5375155494253838850,huawei,Mate 2,F,25,F25-34
47272,-8419168790718435512,huawei,荣耀畅玩4,F,27,F25-34
47273,5097422823965245434,cool,大神F1,M,28,M25-34
47274,9059336605766076156,nubia,Z7 Mini,F,28,F25-34
47275,5386919429624845381,huawei,G750-T20,M,54,M45+
47276,-6910034434543399972,huawei,Ascend P6,M,37,M35-44
47277,-4023674758881225497,samsung,Galaxy S4,M,22,M15-24
47278,-3755327857660060696,xiaomi,red rice,M,31,M25-34
47279,5493962413955104767,xiaomi,MI 3,F,32,F25-34
47280,-4989565712994387819,meizu,魅蓝2,F,22,F15-24
47281,-7502981821310480842,samsung,Galaxy Grand DUOS,M,25,M25-34
47282,3949800233224009435,huawei,荣耀6,F,30,F25-34
47283,-6343991204799956561,huawei,荣耀3C,F,24,F15-24
47284,3661013106844222327,ccmc,M812C,M,22,M15-24
47285,7036672521995341471,samsung,Galaxy Note 3,F,28,F25-34
47286,4996606147228373496,xiaomi,红米1S,M,29,M25-34
47287,5470940953562975143,索尼,Xperia Z2,M,26,M25-34
47288,7469255792590954984,huawei,荣耀3C,F,23,F15-24
47289,-256317440694341797,xiaomi,红米note,M,33,M25-34
47290,-8085526637657148732,samsung,G3818,M,27,M25-34
47291,-3821934991216469767,huawei,荣耀7,M,18,M15-24
47292,5617887515427854162,cool,F2,F,33,F25-34
47293,7756147829076430679,xiaomi,MI 2S,M,35,M35-44
47294,556898101850442257,samsung,Galaxy Trend 3,F,34,F25-34
47295,-1545448603364903482,xiaomi,红米1S,F,33,F25-34
47296,7730186959302499199,vivo,X3L,F,22,F15-24
47297,4589275489276119521,xiaomi,red rice,M,21,M15-24
47298,5209028584042922700,huawei,MT2-C00,M,40,M35-44
47299,2321976241366863181,xiaomi,红米note,F,32,F25-34
47300,-7471440550904564356,lg,Nexus 4,M,28,M25-34
47301,7815768888125183637,xiaomi,MI 4,F,32,F25-34
47302,-3191324192419379471,xiaomi,红米1S,F,29,F25-34
47303,-6030430377355902504,htc,Desire 816,M,23,M15-24
47304,451137123466551628,xiaomi,MI 2S,M,23,M15-24
47305,-7295927205436155452,huawei,荣耀3C,M,53,M45+
47306,4640535653865860425,huawei,Ascend P7,M,26,M25-34
47307,4442138367174543265,samsung,Galaxy Note 3,F,41,F35-44
47308,-3080301885856503246,huawei,Ascend G700T,F,42,F35-44
47309,4110143262813730144,xiaomi,红米note,F,25,F25-34
47310,3244426406610925061,oppo,R3,F,20,F15-24
47311,4371777645929856521,xiaomi,MI 3,M,28,M25-34
47312,-7278621257125193266,xiaomi,red rice,F,35,F35-44
47313,8343385369423551082,lg,Optimus G,M,32,M25-34
47314,4122717331889082104,xiaomi,MI 2S,M,48,M45+
47315,7421499642199912753,cool,大神F1,M,22,M15-24
47316,1957190944197230796,xiaomi,红米note,F,32,F25-34
47317,-8108474849640466990,xiaomi,红米1S,M,43,M35-44
47318,-5578747375067528419,huawei,A199,F,29,F25-34
47319,-5873858764419902241,samsung,Galaxy Grand DUOS,M,28,M25-34
47320,-8126920323955558547,huawei,Ascend P8,M,32,M25-34
47321,8082356635536029706,huawei,荣耀3C,M,20,M15-24
47322,4684612423878052358,索尼,Xperia Z1,M,28,M25-34
47323,7736554997212980445,xiaomi,MI 3,F,39,F35-44
47324,7761134629352961054,索尼,Xperia Z,M,21,M15-24
47325,-6264175789957669843,cool,大神F1,F,32,F25-34
47326,1879869957344973815,oppo,R1S,M,26,M25-34
47327,2209628610029544170,meizu,MX2,M,24,M15-24
47328,8349989400659318838,cool,大神Note3,M,24,M15-24
47329,4447412484336945596,xiaomi,红米1S,F,24,F15-24
47330,2452593907316934259,vivo,X5M,M,19,M15-24
47331,-3900146008050098763,samsung,Galaxy Note 3,M,36,M35-44
47332,6078238423861435965,vivo,X3L,F,28,F25-34
47333,8060972189532366175,samsung,Galaxy Note 3,F,46,F45+
47334,6586452912831395943,vivo,Y927,M,22,M15-24
47335,7848514494619857740,samsung,Galaxy S7,M,37,M35-44
47336,-7606900513412650523,huawei,Ascend P6,M,35,M35-44
47337,-5216130724029992872,lenovo,A3000-H,M,30,M25-34
47338,8207629685745511610,huawei,Ascend P7,M,24,M15-24
47339,-731411925552237933,xiaomi,MI 3,F,21,F15-24
47340,-8541478960219090310,oneplus,One,M,20,M15-24
47341,921622201112411177,huawei,G750-T20,M,25,M25-34
47342,3421605574174710451,samsung,Galaxy Note 2,F,37,F35-44
47343,2890270391909388145,huawei,Y516,F,60,F45+
47344,3947943388739990023,xiaomi,MI 2S,F,21,F15-24
47345,-1354220198433058191,huawei,荣耀3X,F,32,F25-34
47346,-1240485184315195386,huawei,Y300,M,30,M25-34
47347,6683459089360667872,huawei,Ascend P7,M,25,M25-34
47348,-3965655753341086285,huawei,G606,F,57,F45+
47349,-6174057808207120542,samsung,Galaxy Note 3,F,28,F25-34
47350,7905483453866014608,xiaomi,MI 3,M,31,M25-34
47351,-8408443796819389506,huawei,荣耀3C,F,24,F15-24
47352,-5827836707792986022,vivo,X5L,M,63,M45+
47353,8351278798124100326,xiaomi,MI 2S,M,34,M25-34
47354,1599637531648970821,samsung,Galaxy Mega 6.3,M,22,M15-24
47355,6945020977386229419,xiaomi,红米1S,F,25,F25-34
47356,3578527422962133950,samsung,Galaxy Note 3,M,46,M45+
47357,-5023266046849555196,htc,Desire 816,M,51,M45+
47358,-1433411906066626340,huawei,荣耀6,M,30,M25-34
47359,6329539944975684651,huawei,Ascend P7,F,51,F45+
47360,2088785918071684751,xiaomi,MI 4,M,28,M25-34
47361,-8929826756001054164,vivo,Xplay,M,20,M15-24
47362,-3371404027355623613,oppo,R3,F,27,F25-34
47363,8712584325722394084,xiaomi,MI 2S,M,32,M25-34
47364,3688708206244196132,oppo,R1S,F,32,F25-34
47365,3967911159423863849,huawei,A199,M,31,M25-34
47366,-898326762213414905,xiaomi,红米note,M,22,M15-24
47367,-1777850488732245941,xiaomi,红米2,F,33,F25-34
47368,-4899007911841514137,meizu,MX4,F,22,F15-24
47369,-1252170737641993684,gionee,GN708T,M,32,M25-34
47370,5550069741015631428,samsung,Galaxy Note 3,F,27,F25-34
47371,-6419731962807450489,索尼,Xperia C,M,42,M35-44
47372,-4290600277679710229,huawei,Y511-T00,M,29,M25-34
47373,3821765784939856800,xiaomi,MI 2S,M,23,M15-24
47374,2329550710050536405,oppo,R6007,F,29,F25-34
47375,3086345672638431496,samsung,Galaxy Note 2,M,24,M15-24
47376,8335011246796499432,samsung,Galaxy S2,F,28,F25-34
47377,1668198309387615907,huawei,Mate 7,F,31,F25-34
47378,9020715183424321286,vivo,Y11,F,21,F15-24
47379,-423377461308427839,youmi,UIMI3,M,28,M25-34
47380,-8353143654617847884,oppo,Find 5,F,25,F25-34
47381,6642706931673923285,xiaomi,MI One Plus,M,27,M25-34
47382,-340886836480008747,cool,大神F1,M,47,M45+
47383,-8815567856196588802,huawei,Ascend P6,F,22,F15-24
47384,-339054375738584474,Ktouch,Touch 3,M,37,M35-44
47385,-1790611487445094455,oppo,R1S,F,27,F25-34
47386,5582633369546603728,huawei,Mate 7,M,28,M25-34
47387,1920820827857547927,索尼,Xperia ZL,F,24,F15-24
47388,-4595292858641114015,lenovo,A798t,M,22,M15-24
47389,-3955414077356697578,oppo,Find 7,F,25,F25-34
47390,-1423438234859841319,youmi,R1,M,32,M25-34
47391,5943792230394076991,xiaomi,MI 2S,M,22,M15-24
47392,-8165379334371148393,xiaomi,MI 2,F,20,F15-24
47393,3013057416311521333,vivo,X3T,F,21,F15-24
47394,7163581484926266191,lenovo,S880i,F,51,F45+
47395,8776884149347652842,meizu,MX3,F,27,F25-34
47396,-7506702486104223338,lenovo,黄金斗士A8,F,19,F15-24
47397,-965280200498877381,vivo,Y15,F,37,F35-44
47398,504488520614439660,samsung,Galaxy S4,F,29,F25-34
47399,8878720491534870026,huawei,Ascend P6,M,28,M25-34
47400,7726218353029793319,huawei,荣耀3C,F,29,F25-34
47401,-8095071468617930863,gionee,GN708T,M,43,M35-44
47402,7282379454598192297,xiaomi,MI 3,M,29,M25-34
47403,-991250918475365711,samsung,Galaxy S4,M,36,M35-44
47404,-7844335342344947936,zte corporation,Q505T,F,46,F45+
47405,-5886391052713233395,cool,大神F2,F,27,F25-34
47406,-5588977977091590360,samsung,Galaxy S5,M,42,M35-44
47407,-886645885498522905,zte corporation,Q705U,M,31,M25-34
47408,-5994063805203645860,samsung,Galaxy Note 3,M,30,M25-34
47409,-7375034149340101614,huawei,G610S,M,27,M25-34
47410,5315087569812952392,lenovo,A820,M,42,M35-44
47411,-8450282989996852760,huawei,G610T,F,28,F25-34
47412,-9116718512767583526,huawei,Ascend P7,F,33,F25-34
47413,-2613945996139557797,samsung,Galaxy Note 3,F,26,F25-34
47414,-5702584739522553008,索尼,Xperia C,F,42,F35-44
47415,-198641742246695809,oppo,R6007,F,21,F15-24
47416,-351336284897602592,xiaomi,MI 2S,F,34,F25-34
47417,-168337752966666500,xiaomi,红米1S,M,35,M35-44
47418,-8540748881461159566,samsung,Galaxy Note 3,F,60,F45+
47419,4177435354989586449,samsung,Galaxy Grand 2 LTE,F,20,F15-24
47420,8814338780604265385,xiaomi,红米1S,M,25,M25-34
47421,2615349871236964903,samsung,Galaxy S2,F,29,F25-34
47422,6356179019102873408,huawei,荣耀6 Plus,M,58,M45+
47423,-7162032103208790650,xiaomi,MI 4,M,44,M35-44
47424,-6569671767297625425,samsung,Galaxy S5,F,28,F25-34
47425,-9202163949576038357,xiaomi,MI 3,F,26,F25-34
47426,4204669342165395677,samsung,Galaxy S5,M,46,M45+
47427,3901811990183281560,cool,7296,F,45,F45+
47428,1899270615621093757,huawei,荣耀6,M,24,M15-24
47429,-7308486363919675858,oppo,R8000,F,27,F25-34
47430,-7610469185133073471,huawei,荣耀3X畅玩版,F,39,F35-44
47431,3455515448282879959,vivo,Y11,F,27,F25-34
47432,-2494283163348555344,xiaomi,红米2A,M,28,M25-34
47433,2476086426996130628,gionee,ELIFE S5.5,M,23,M15-24
47434,1826007422801605548,huawei,G610S,M,44,M35-44
47435,-9023600591876027982,xiaomi,red rice,M,28,M25-34
47436,6731758673898150799,xiaomi,MI 2S,M,22,M15-24
47437,-8323972581689757432,samsung,Galaxy Note 4,M,58,M45+
47438,-2105276591466250269,lenovo,A369,F,26,F25-34
47439,-1202732450706107300,huawei,荣耀3X畅玩版,F,54,F45+
47440,-3553060758267976339,xiaomi,MI 2A,F,22,F15-24
47441,2659314428284959029,lenovo,S898t,F,30,F25-34
47442,-6252418497382975005,samsung,Galaxy Grand DUOS,M,26,M25-34
47443,-4924711193539849760,samsung,Galaxy Note 2,F,31,F25-34
47444,-2249746946348007256,samsung,Galaxy Note 2,F,28,F25-34
47445,-2589190089794338578,xiaomi,MI 2,M,43,M35-44
47446,1114928790766295696,meizu,MX2,F,45,F45+
47447,-1220780671138193282,samsung,Galaxy S4,F,22,F15-24
47448,3586680973130224539,oppo,R815T,F,25,F25-34
47449,-4941057267221633845,samsung,Galaxy Note 2,M,52,M45+
47450,-1487781216748190206,xiaomi,红米Note2,M,23,M15-24
47451,-2124536273143134686,samsung,Galaxy S3,F,31,F25-34
47452,6480726834882446121,samsung,Galaxy Note 4,M,33,M25-34
47453,-4265079497377905876,samsung,I8268,F,39,F35-44
47454,9073559591719650906,cool,9976A,M,38,M35-44
47455,889024770629255006,xiaomi,MI 4,F,30,F25-34
47456,-7511977318372377935,bodao,i600,F,39,F35-44
47457,-4864614881225394071,samsung,Galaxy S4,M,22,M15-24
47458,9052033307671118051,meizu,MX4,F,23,F15-24
47459,-387200465059714278,samsung,Galaxy Mega 5.8,F,63,F45+
47460,8179404322186988934,xiaomi,红米note,M,41,M35-44
47461,259128685642347515,samsung,Galaxy Note 3,F,36,F35-44
47462,8730947247693430519,oppo,A31,M,31,M25-34
47463,7024491447832627894,samsung,Galaxy S4,F,33,F25-34
47464,6583795971861131232,vivo,Y19T,F,22,F15-24
47465,-1800803013721526349,xiaomi,red rice,F,28,F25-34
47466,-8110367865908830775,vivo,Y20T,M,30,M25-34
47467,7838982241843541429,samsung,Galaxy S5,F,43,F35-44
47468,2272198910108514791,lenovo,A760,F,28,F25-34
47469,-2695101927184582547,hisense,EG970,M,76,M45+
47470,-5968746829163390626,samsung,Galaxy J5,M,31,M25-34
47471,-2835353743530855519,xiaomi,红米1S,M,26,M25-34
47472,-5823805224701315607,huawei,荣耀畅玩4X,M,31,M25-34
47473,9139220241754614582,meizu,MX3,M,24,M15-24
47474,-2340492022107634651,huawei,荣耀6,M,32,M25-34
47475,-6182955729389237339,huawei,荣耀3C,F,38,F35-44
47476,-3447783541083393033,samsung,G3818,M,28,M25-34
47477,-4418986666985290634,samsung,Galaxy S4,F,49,F45+
47478,8411165336765859406,xiaomi,红米note,M,41,M35-44
47479,4667072668572898336,huawei,麦芒4,F,24,F15-24
47480,5381163571968096602,huawei,荣耀3X畅玩版,M,23,M15-24
47481,-6894997955089729567,samsung,Galaxy Note 4,F,27,F25-34
47482,-8787688285604045963,samsung,Galaxy Note 3,M,41,M35-44
47483,-4039221310644937391,xiaomi,红米1S,M,25,M25-34
47484,3356904443651104852,samsung,Galaxy S5,F,43,F35-44
47485,-4173587494132426165,huawei,荣耀畅玩5X,M,21,M15-24
47486,-6967729149295997194,vivo,Y19T,M,24,M15-24
47487,3674355103135800499,huawei,G610T,M,30,M25-34
47488,-3215042473820809773,samsung,Galaxy S4,F,26,F25-34
47489,-3539330294838027409,tcl,么么哒,M,25,M25-34
47490,-321105222495550822,xiaomi,红米1S,M,29,M25-34
47491,4969706520957930405,lenovo,S850,M,29,M25-34
47492,3936993168723534553,huawei,Ascend P6,F,30,F25-34
47493,339618098584090700,vivo,Y11IT,M,25,M25-34
47494,6636691865017868715,samsung,Galaxy S3 Neo+,M,46,M45+
47495,8098382177052103418,xiaomi,MI 2S,F,26,F25-34
47496,-5409636853769476117,oppo,R831S,F,47,F45+
47497,4449470138586525722,samsung,Galaxy S3,F,30,F25-34
47498,2455073536472443979,samsung,Galaxy S4,M,35,M35-44
47499,7033352491531565,samsung,Galaxy Alpha,F,45,F45+
47500,4950756664251088425,xiaomi,MI 3,M,34,M25-34
47501,-2616579259945715143,huawei,A199,M,49,M45+
47502,5800247038912874405,samsung,Galaxy Grand 2,M,49,M45+
47503,-1746174474032734756,huawei,荣耀畅玩4,F,33,F25-34
47504,-2764520535330416860,huawei,荣耀3C畅玩版,F,27,F25-34
47505,7568210321888322221,htc,Desire 816,M,18,M15-24
47506,-5507849555099709353,samsung,Galaxy J7,F,39,F35-44
47507,2147560630324299179,samsung,Galaxy Note 3,M,35,M35-44
47508,-3342122680598475104,lenovo,A820t,M,29,M25-34
47509,5184596339344784286,cool,大神F1,M,36,M35-44
47510,-3891304299841702640,samsung,Galaxy Mega 6.3,F,25,F25-34
47511,8438388551174243700,samsung,Galaxy Grand 2,M,45,M45+
47512,-6436341823402267130,lenovo,S850t,F,48,F45+
47513,-8966359681115022414,xiaomi,MI One Plus,M,29,M25-34
47514,5486614810493193826,samsung,Galaxy Note 3,M,32,M25-34
47515,-6344893065658408562,oppo,R1S,F,22,F15-24
47516,-360168846769617446,xiaomi,red rice,M,38,M35-44
47517,6042948494326750540,lenovo,A656,F,20,F15-24
47518,8794137499171164131,samsung,Galaxy S3,M,35,M35-44
47519,-8300989452721725791,xiaomi,红米note,F,21,F15-24
47520,2906459389292719884,vivo,X3L,F,30,F25-34
47521,8820784093587665569,samsung,Galaxy Mega 6.3,F,32,F25-34
47522,4255688526820803610,xiaomi,MI 2,F,28,F25-34
47523,3533829920107470083,xiaomi,MI 3,M,30,M25-34
47524,3668860560964390770,xiaomi,MI 3,M,29,M25-34
47525,1240178082588349923,huawei,C8816,F,36,F35-44
47526,137985053410699162,xiaomi,MI 3,F,24,F15-24
47527,-8171131332621389459,xiaomi,红米note,F,25,F25-34
47528,2342946247193649909,huawei,X1 7.0,M,46,M45+
47529,-8361113484086346035,huawei,Hol-U10,F,33,F25-34
47530,-7310028027425140549,samsung,Galaxy Grand DUOS,F,25,F25-34
47531,3636518763278811480,huawei,荣耀3C畅玩版,F,28,F25-34
47532,-2781610804225488717,samsung,Galaxy Nexus,F,60,F45+
47533,-886914910193867492,samsung,Galaxy S3,M,33,M25-34
47534,4344594576919177640,lenovo,VIBE X2,M,32,M25-34
47535,-4774743619984599356,samsung,Galaxy S2,M,32,M25-34
47536,-763926437955074369,huawei,C8816,F,23,F15-24
47537,-1927239126591229232,meizu,魅蓝metal,M,37,M35-44
47538,-4679684505064794914,samsung,Galaxy Note 2,M,34,M25-34
47539,-2409361082537201876,xiaomi,MI 1S,M,25,M25-34
47540,-769170477621173414,huawei,荣耀3X,M,27,M25-34
47541,-2761479742115006168,greeno,N1-Y,F,31,F25-34
47542,1386963267590573431,huawei,G610T,M,24,M15-24
47543,9102412008782079496,lenovo,A850,F,21,F15-24
47544,-4448607477018810963,xiaomi,红米note,M,37,M35-44
47545,-545455571358097993,huawei,荣耀3C,M,21,M15-24
47546,-6134287743197639304,oppo,R2017,M,25,M25-34
47547,-5570565658079472290,cool,8705,M,30,M25-34
47548,-4235451252140956884,lenovo,乐檬K3 Note,M,21,M15-24
47549,-8012124697011514314,nubia,Z5S Mini,F,54,F45+
47550,-8863732923794308930,samsung,Galaxy Note 3 Lite,M,26,M25-34
47551,3115179431608435922,ccmc,A1,M,43,M35-44
47552,1467503240470172357,samsung,Galaxy Note 3,F,24,F15-24
47553,-484367664021535380,xiaomi,红米note,F,46,F45+
47554,9099170179910427154,xiaomi,MI 2,F,26,F25-34
47555,-8784472699590155440,xiaomi,MI 3,M,29,M25-34
47556,3301510330372206514,samsung,Galaxy Note 3,F,37,F35-44
47557,-118595235274168955,xiaomi,MI 4,F,20,F15-24
47558,-9162073465722795020,samsung,Galaxy Note 2,M,87,M45+
47559,-1125738404692358890,vivo,S7,M,36,M35-44
47560,3945286494773194056,xiaomi,MI 2S,F,23,F15-24
47561,-4280282617106527013,meizu,MX3,F,32,F25-34
47562,6716558322382766325,samsung,Galaxy Grand Neo Plus,M,33,M25-34
47563,-7366247363183057446,xiaomi,红米note增强版,F,26,F25-34
47564,7604099899577574545,huawei,C8815,F,23,F15-24
47565,5734570670341054428,xiaomi,MI 2S,M,24,M15-24
47566,3167532649350238825,samsung,Galaxy Note 3,F,25,F25-34
47567,6660996828665185846,xiaomi,MI 1S,M,29,M25-34
47568,4087634665529603642,samsung,Galaxy Note 3,M,54,M45+
47569,-1765012152540657412,samsung,S5831I,M,36,M35-44
47570,-8958026329456076341,zte corporation,9180,F,39,F35-44
47571,4956510539140714146,zte corporation,795+,M,32,M25-34
47572,6975628695028065630,samsung,Galaxy S3,M,24,M15-24
47573,-1496929732386637220,huawei,Mate,M,36,M35-44
47574,6468887446119449253,xiaomi,MI 2S,M,49,M45+
47575,-9011368843860200638,samsung,Galaxy S5,M,29,M25-34
47576,8147172051522874039,samsung,Galaxy S4,M,20,M15-24
47577,-5635517153584206034,索尼,Xperia S,M,37,M35-44
47578,2323813334681800411,xiaomi,red rice,F,26,F25-34
47579,-8986347555760121469,xiaomi,MI 2S,F,27,F25-34
47580,3186781537098948988,xiaomi,MI 2S,M,28,M25-34
47581,-5314090635700297781,zte corporation,星星1号,F,38,F35-44
47582,-7633622609691234768,vivo,S9,M,22,M15-24
47583,4839728928075182345,samsung,Galaxy Ace Dear,M,33,M25-34
47584,8473772885421622964,cool,8079,F,33,F25-34
47585,-2565355957418625850,cool,8730L,M,40,M35-44
47586,-865401766028993867,meizu,MX4,M,19,M15-24
47587,-1746152313387320662,huawei,G730-T00,M,47,M45+
47588,-1955736220036970357,samsung,Galaxy S5,M,38,M35-44
47589,6071856027694706824,oppo,R831S,M,41,M35-44
47590,-184212653074754691,cool,大神F1,M,32,M25-34
47591,-2910722876834469404,samsung,Galaxy Note 2,F,27,F25-34
47592,-3297851239786835371,lenovo,A269i,M,32,M25-34
47593,3096085926664508081,vivo,Y22L,M,34,M25-34
47594,-6660941613326191188,vivo,Xshot,M,28,M25-34
47595,-8379430671544473185,huawei,Ascend P7,M,27,M25-34
47596,-1950963859690970431,gionee,X805,M,18,M15-24
47597,3831830024704753691,vivo,X5L,F,20,F15-24
47598,287713213406344618,huawei,荣耀3X,M,81,M45+
47599,8296237071651912936,samsung,Galaxy S4,F,26,F25-34
47600,3104839847978860967,huawei,荣耀畅玩4X,F,34,F25-34
47601,9000324228490203881,hammer,T1,M,28,M25-34
47602,241720324755787478,xiaomi,MI 3,F,44,F35-44
47603,-5030686007593531829,xiaomi,红米note,F,35,F35-44
47604,-2802543599440680842,xiaomi,MI 3,M,38,M35-44
47605,2308989920992609057,xiaomi,红米note增强版,M,27,M25-34
47606,6470899298110356771,huawei,U9508,M,27,M25-34
47607,-877511432708260437,huawei,X1 7.0,F,23,F15-24
